Date,traffic,day_of_week,month,year,covid,holiday,hours_daylight,TAVG,PRCP,AWND,SNOW
2012-11-29,3688.0,3,11,2012,0,0.0,8.538493376814946,50.5,0.06,9.4,0.0
2012-11-30,3180.0,4,11,2012,0,0.0,8.51098016199257,52.5,1.4,10.29,0.0
2012-12-01,1268.0,5,12,2012,0,0.0,8.484593370676599,51.5,0.16,12.3,0.0
2012-12-02,1054.0,6,12,2012,0,0.0,8.459353105224467,46.0,0.77,13.87,0.0
2012-12-03,3736.0,0,12,2012,0,0.0,8.435278894811187,47.0,0.51,9.84,0.0
2012-12-04,4022.0,1,12,2012,0,0.0,8.412389644083493,49.0,0.56,13.87,0.0
2012-12-05,4600.0,2,12,2012,0,0.0,8.390703582211902,44.0,0.06,11.18,0.0
2012-12-06,3758.0,3,12,2012,0,0.0,8.37023821260269,44.0,0.06,11.41,0.0
2012-12-07,3632.0,4,12,2012,0,0.0,8.351010263538868,42.0,0.04,10.29,0.0
2012-12-08,1748.0,5,12,2012,0,0.0,8.333035640022796,41.0,0.0,4.47,0.0
2012-12-09,844.0,6,12,2012,0,0.0,8.316329377096086,40.5,0.06,4.7,0.0
2012-12-10,4324.0,0,12,2012,0,0.0,8.30090559491151,43.5,0.02,4.03,0.0
2012-12-11,3890.0,1,12,2012,0,0.0,8.286777455828735,44.0,0.12,10.07,0.0
2012-12-12,3696.0,2,12,2012,0,0.0,8.273957123800512,42.0,0.32,4.47,0.0
2012-12-13,4026.0,3,12,2012,0,0.0,8.262455726306964,41.5,0.09,6.26,0.0
2012-12-14,3418.0,4,12,2012,0,0.0,8.25228331908493,38.5,0.31,3.8,0.0
2012-12-15,926.0,5,12,2012,0,0.0,8.243448853885658,36.5,0.21,11.41,0.0
2012-12-16,702.0,6,12,2012,0,0.0,8.235960149477135,41.0,0.89,12.3,0.0
2012-12-17,2984.0,0,12,2012,0,0.0,8.229823866089095,41.0,0.08,21.25,0.0
2012-12-18,3404.0,1,12,2012,0,0.0,8.225045483477224,36.0,0.13,11.86,0.6
2012-12-19,2040.0,2,12,2012,0,0.0,8.221629282759688,41.0,0.54,12.97,0.0
2012-12-20,2154.0,3,12,2012,0,0.0,8.219578332154152,39.0,0.52,8.28,0.0
2012-12-21,2464.0,4,12,2012,0,0.0,8.218894476716432,38.0,0.07,3.8,0.0
2012-12-22,986.0,5,12,2012,0,0.0,8.219578332154152,43.0,0.13,7.83,0.0
2012-12-23,882.0,6,12,2012,0,0.0,8.221629282759688,41.5,0.26,5.59,0.0
2012-12-24,1148.0,0,12,2012,0,0.0,8.225045483477219,39.5,0.01,6.26,0.0
2012-12-25,196.0,1,12,2012,0,1.0,8.229823866089097,39.5,0.53,9.4,0.0
2012-12-26,1690.0,2,12,2012,0,0.0,8.235960149477135,41.0,0.18,10.96,0.0
2012-12-27,2296.0,3,12,2012,0,0.0,8.243448853885663,42.0,0.16,7.16,0.0
2012-12-28,2514.0,4,12,2012,0,0.0,8.252283319084928,43.0,0.0,3.8,0.0
2012-12-29,974.0,5,12,2012,0,0.0,8.26245572630695,39.5,0.06,3.8,0.0
2012-12-30,1390.0,6,12,2012,0,0.0,8.273957123800518,36.0,0.0,4.03,0.0
2012-12-31,1972.0,0,12,2012,0,0.0,8.286777455828732,34.0,0.0,4.47,0.0
2013-01-01,1356.0,1,1,2013,0,1.0,8.300905594911505,34.0,0.0,6.04,0.0
2013-01-02,3670.0,2,1,2013,0,0.0,8.316329377096082,36.5,0.0,7.16,0.0
2013-01-03,3606.0,3,1,2013,0,0.0,8.333035640022791,36.5,0.16,6.71,0.0
2013-01-04,3424.0,4,1,2013,0,0.0,8.35101026353886,43.0,0.1,6.26,0.0
2013-01-05,1438.0,5,1,2013,0,0.0,8.370238212602683,42.0,0.12,6.93,0.0
2013-01-06,1412.0,6,1,2013,0,0.0,8.390703582211897,41.0,0.08,6.71,0.0
2013-01-07,3786.0,0,1,2013,0,0.0,8.412389644083486,45.0,0.09,16.33,0.0
2013-01-08,3156.0,1,1,2013,0,0.0,8.435278894811182,47.5,0.64,14.09,0.0
2013-01-09,2694.0,2,1,2013,0,0.0,8.459353105224459,42.5,1.51,11.41,0.0
2013-01-10,3620.0,3,1,2013,0,0.0,8.484593370676592,34.5,0.01,4.7,0.0
2013-01-11,3140.0,4,1,2013,0,0.0,8.51098016199256,32.0,0.0,4.25,0.0
2013-01-12,1354.0,5,1,2013,0,0.0,8.53849337681494,31.0,0.0,4.47,0.0
2013-01-13,1118.0,6,1,2013,0,0.0,8.567112391094412,30.0,0.0,3.36,0.0
2013-01-14,3738.0,0,1,2013,0,0.0,8.596816110481116,33.0,0.0,2.91,0.0
2013-01-15,4132.0,1,1,2013,0,0.0,8.627583021386013,37.5,0.0,5.14,0.0
2013-01-16,3900.0,2,1,2013,0,0.0,8.659391241493358,34.0,0.0,4.03,0.0
2013-01-17,3554.0,3,1,2013,0,0.0,8.692218569520303,33.0,0.0,2.24,0.0
2013-01-18,3170.0,4,1,2013,0,0.0,8.726042534034644,34.0,0.0,2.91,0.0
2013-01-19,1520.0,5,1,2013,0,0.0,8.760840441156526,32.5,0.0,4.25,0.0
2013-01-20,1602.0,6,1,2013,0,0.0,8.796589420987198,34.5,0.0,4.7,0.0
2013-01-21,2552.0,0,1,2013,0,1.0,8.833266472622963,32.5,0.0,2.46,0.0
2013-01-22,3930.0,1,1,2013,0,0.0,8.870848507629189,33.5,0.0,1.34,0.0
2013-01-23,3534.0,2,1,2013,0,0.0,8.909312391865846,40.5,0.2,6.93,0.0
2013-01-24,3910.0,3,1,2013,0,0.0,8.948634985570433,39.5,0.23,5.82,0.0
2013-01-25,3722.0,4,1,2013,0,0.0,8.988793181621274,44.0,0.12,4.7,0.0
2013-01-26,1088.0,5,1,2013,0,0.0,9.029763941917095,43.0,0.09,10.07,0.0
2013-01-27,1286.0,6,1,2013,0,0.0,9.071524331824868,40.5,0.07,10.07,0.0
2013-01-28,3416.0,0,1,2013,0,0.0,9.114051552659342,40.5,0.31,7.16,0.0
2013-01-29,3578.0,1,1,2013,0,0.0,9.157322972171762,44.0,0.17,8.72,0.0
2013-01-30,3520.0,2,1,2013,0,0.0,9.201316153036739,46.0,0.14,8.72,0.0
2013-01-31,3842.0,3,1,2013,0,0.0,9.246008879336056,47.0,0.12,8.95,0.0
2013-02-01,4216.0,4,2,2013,0,0.0,9.291379181050095,47.0,0.01,6.49,0.0
2013-02-02,2266.0,5,2,2013,0,0.0,9.337405356574688,40.0,0.0,4.47,0.0
2013-02-03,1736.0,6,2,2013,0,0.0,9.384065993290523,42.5,0.09,6.49,0.0
2013-02-04,4576.0,0,2,2013,0,0.0,9.431339986219816,47.5,0.0,5.82,0.0
2013-02-05,4024.0,1,2,2013,0,0.0,9.479206554809748,47.0,0.13,11.41,0.0
2013-02-06,3990.0,2,2,2013,0,0.0,9.527645257889855,47.0,0.04,10.07,0.0
2013-02-07,4374.0,3,2,2013,0,0.0,9.576636006854192,43.5,0.05,9.17,0.0
2013-02-08,4322.0,4,2,2013,0,0.0,9.626159077122251,41.0,0.0,2.91,0.0
2013-02-09,2228.0,5,2,2013,0,0.0,9.676195117938592,43.5,0.01,2.91,0.0
2013-02-10,2624.0,6,2,2013,0,0.0,9.726725160571137,41.5,0.0,4.47,0.0
2013-02-11,4290.0,0,2,2013,0,0.0,9.777730624970927,43.5,0.01,3.13,0.0
2013-02-12,4210.0,1,2,2013,0,0.0,9.829193324959093,48.5,0.04,12.53,0.0
2013-02-13,4132.0,2,2,2013,0,0.0,9.88109547200438,47.0,0.09,9.17,0.0
2013-02-14,3768.0,3,2,2013,0,0.0,9.93341967765909,45.5,0.04,4.92,0.0
2013-02-15,4608.0,4,2,2013,0,0.0,9.986148954718061,48.5,0.0,5.37,0.0
2013-02-16,2034.0,5,2,2013,0,0.0,10.039266717165956,45.5,0.0,12.53,0.0
2013-02-17,1738.0,6,2,2013,0,0.0,10.09275677897856,44.5,0.0,7.61,0.0
2013-02-18,2962.0,0,2,2013,0,1.0,10.146603351840652,42.5,0.0,4.25,0.0
2013-02-19,5172.0,1,2,2013,0,0.0,10.200791041843237,43.0,0.0,7.61,0.0
2013-02-20,4434.0,2,2,2013,0,0.0,10.255304845221428,40.0,0.06,4.7,0.0
2013-02-21,3782.0,3,2,2013,0,0.0,10.310130143190976,41.5,0.02,13.87,0.0
2013-02-22,2720.0,4,2,2013,0,0.0,10.365252695941964,42.5,0.37,18.12,0.0
2013-02-23,2252.0,5,2,2013,0,0.0,10.420658635843855,44.5,0.01,10.29,0.0
2013-02-24,2244.0,6,2,2013,0,0.0,10.476334459915423,44.5,0.0,12.3,0.0
2013-02-25,4172.0,0,2,2013,0,0.0,10.532267021610991,44.5,0.09,15.88,0.0
2013-02-26,4994.0,1,2,2013,0,0.0,10.588443521970532,43.5,0.02,8.5,0.0
2013-02-27,4668.0,2,2,2013,0,0.0,10.64485150018157,45.0,0.18,4.03,0.0
2013-02-28,3518.0,3,2,2013,0,0.0,10.701478823595533,48.5,0.32,8.5,0.0
2013-03-01,3690.0,4,3,2013,0,0.0,10.758313677241944,55.5,0.16,12.08,0.0
2013-03-02,2466.0,5,3,2013,0,0.0,10.815344552878956,49.0,0.03,10.07,0.0
2013-03-03,3380.0,6,3,2013,0,0.0,10.872560237618165,44.0,0.0,6.26,0.0
2013-03-04,5582.0,0,3,2013,0,0.0,10.929949802159385,44.0,0.0,8.72,0.0
2013-03-05,4796.0,1,3,2013,0,0.0,10.987502588667507,46.0,0.0,5.37,0.0
2013-03-06,4082.0,2,3,2013,0,0.0,11.045208198323808,43.0,0.47,9.17,0.0
2013-03-07,4300.0,3,3,2013,0,0.0,11.103056478579852,47.5,0.29,5.59,0.0
2013-03-08,5478.0,4,3,2013,0,0.0,11.161037510141533,44.5,0.0,5.82,0.0
2013-03-09,4860.0,5,3,2013,0,0.0,11.219141593709251,44.5,0.0,2.91,0.0
2013-03-10,2092.0,6,3,2013,0,0.0,11.27735923649673,42.5,0.03,3.58,0.0
2013-03-11,4500.0,0,3,2013,0,0.0,11.335681138551918,47.0,0.05,2.46,0.0
2013-03-12,3960.0,1,3,2013,0,0.0,11.394098178899393,52.5,0.08,12.75,0.0
2013-03-13,3788.0,2,3,2013,0,0.0,11.45260140152376,51.0,0.09,8.28,0.0
2013-03-14,4404.0,3,3,2013,0,0.0,11.511182001212394,51.0,0.11,6.71,0.0
2013-03-15,4710.0,4,3,2013,0,0.0,11.569831309272745,53.0,0.0,9.62,0.0
2013-03-16,2126.0,5,3,2013,0,0.0,11.62854077914117,45.5,0.17,14.32,0.0
2013-03-17,2590.0,6,3,2013,0,0.0,11.687301971896467,43.5,0.0,13.65,0.0
2013-03-18,4762.0,0,3,2013,0,0.0,11.746106541692017,46.0,0.0,13.2,0.0
2013-03-19,4624.0,1,3,2013,0,0.0,11.804946221119804,45.0,0.46,7.61,0.0
2013-03-20,3014.0,2,3,2013,0,0.0,11.863812806517062,46.0,0.39,17.0,0.0
2013-03-21,3848.0,3,3,2013,0,0.0,11.922698143228445,43.0,0.32,10.96,0.0
2013-03-22,3724.0,4,3,2013,0,0.0,11.9815941108332,41.0,0.0,4.92,0.0
2013-03-23,3504.0,5,3,2013,0,0.0,12.040492608349336,42.0,0.0,5.82,0.0
2013-03-24,2770.0,6,3,2013,0,0.0,12.099385539423954,43.5,0.0,4.7,0.0
2013-03-25,6318.0,0,3,2013,0,0.0,12.158264797520433,51.0,0.0,6.26,0.0
2013-03-26,6030.0,1,3,2013,0,0.0,12.217122251113048,52.5,0.0,3.8,0.0
2013-03-27,5234.0,2,3,2013,0,0.0,12.275949728898096,50.5,0.01,3.58,0.0
2013-03-28,5412.0,3,3,2013,0,0.0,12.334739005033352,54.0,0.08,2.91,0.0
2013-03-29,6414.0,4,3,2013,0,0.0,12.3934817844154,55.5,0.0,5.59,0.0
2013-03-30,4994.0,5,3,2013,0,0.0,12.452169688006375,55.0,0.0,9.84,0.0
2013-03-31,4726.0,6,3,2013,0,0.0,12.510794238222273,56.5,0.0,6.49,0.0
2013-04-01,6496.0,0,4,2013,0,0.0,12.569346844393893,55.0,0.0,8.05,0.0
2013-04-02,6574.0,1,4,2013,0,0.0,12.627818788314553,53.0,0.0,4.92,0.0
2013-04-03,6972.0,2,4,2013,0,0.0,12.686201209888113,53.0,0.0,3.58,0.0
2013-04-04,4014.0,3,4,2013,0,0.0,12.744485092890995,54.0,0.33,6.71,0.0
2013-04-05,3684.0,4,4,2013,0,0.0,12.802661250865867,54.0,0.73,12.53,0.0
2013-04-06,1578.0,5,4,2013,0,0.0,12.86072031316273,50.0,0.5,11.18,0.0
2013-04-07,1154.0,6,4,2013,0,0.0,12.918652711145544,45.0,1.54,8.72,0.0
2013-04-08,5378.0,0,4,2013,0,0.0,12.976448664585373,46.0,0.03,6.93,0.0
2013-04-09,5800.0,1,4,2013,0,0.0,13.034098168259009,48.0,0.0,5.37,0.0
2013-04-10,4226.0,2,4,2013,0,0.0,13.09159097877793,53.0,0.37,14.32,0.0
2013-04-11,4998.0,3,4,2013,0,0.0,13.14891660167072,49.0,0.06,8.5,0.0
2013-04-12,4090.0,4,4,2013,0,0.0,13.206064278744778,46.0,0.38,10.29,0.0
2013-04-13,1692.0,5,4,2013,0,0.0,13.263022975756526,43.0,0.37,12.75,0.0
2013-04-14,2928.0,6,4,2013,0,0.0,13.319781370418635,44.0,0.23,5.14,0.0
2013-04-15,5374.0,0,4,2013,0,0.0,13.376327840776836,46.0,0.0,5.37,0.0
2013-04-16,6152.0,1,4,2013,0,0.0,13.432650453990544,46.0,0.01,5.82,0.0
2013-04-17,5878.0,2,4,2013,0,0.0,13.488736955552376,49.0,0.0,7.38,0.0
2013-04-18,3944.0,3,4,2013,0,0.0,13.544574758986144,49.0,0.21,8.95,0.0
2013-04-19,2770.0,4,4,2013,0,0.0,13.600150936062695,51.0,0.81,10.96,0.0
2013-04-20,2064.0,5,4,2013,0,0.0,13.655452207576868,51.0,0.0,12.97,0.0
2013-04-21,1936.0,6,4,2013,0,0.0,13.710464934731007,49.0,0.13,9.17,0.0
2013-04-22,7266.0,0,4,2013,0,0.0,13.765175111171226,49.0,0.0,9.62,0.0
2013-04-23,7884.0,1,4,2013,0,0.0,13.819568355727458,51.0,0.0,6.26,0.0
2013-04-24,8900.0,2,4,2013,0,0.0,13.87362990590745,55.0,0.0,6.71,0.0
2013-04-25,8332.0,3,4,2013,0,0.0,13.927344612200267,58.0,0.0,2.46,0.0
2013-04-26,6914.0,4,4,2013,0,0.0,13.980696933243904,57.0,0.0,4.92,0.0
2013-04-27,2428.0,5,4,2013,0,0.0,14.033670931915688,57.0,0.0,13.2,0.0
2013-04-28,2380.0,6,4,2013,0,0.0,14.08625027240546,53.0,0.04,11.63,0.0
2013-04-29,5386.0,0,4,2013,0,0.0,14.138418218331957,50.0,0.15,9.4,0.0
2013-04-30,6804.0,1,4,2013,0,0.0,14.190157631966569,47.0,0.0,5.37,0.0
2013-05-01,10034.0,2,5,2013,0,0.0,14.241450974627428,50.0,0.0,6.93,0.0
2013-05-02,9754.0,3,5,2013,0,0.0,14.292280308309223,56.0,0.0,8.95,0.0
2013-05-03,9040.0,4,5,2013,0,0.0,14.342627298614866,58.0,0.0,10.96,0.0
2013-05-04,5824.0,5,5,2013,0,0.0,14.392473219053693,64.0,0.0,14.54,0.0
2013-05-05,6006.0,6,5,2013,0,0.0,14.441798956773155,69.0,0.0,11.86,0.0
2013-05-06,10132.0,0,5,2013,0,0.0,14.490585019788144,71.0,0.0,4.47,0.0
2013-05-07,10206.0,1,5,2013,0,0.0,14.538811545772194,63.0,0.0,7.38,0.0
2013-05-08,9944.0,2,5,2013,0,0.0,14.58645831247338,57.0,0.0,4.25,0.0
2013-05-09,9326.0,3,5,2013,0,0.0,14.633504749813884,57.0,0.0,2.91,0.0
2013-05-10,9732.0,4,5,2013,0,0.0,14.67992995373172,63.0,0.0,2.24,0.0
2013-05-11,4962.0,5,5,2013,0,0.0,14.72571270181708,65.0,0.0,5.82,0.0
2013-05-12,2526.0,6,5,2013,0,0.0,14.770831470793064,67.0,0.26,8.72,0.0
2013-05-13,6734.0,0,5,2013,0,0.0,14.815264455885318,59.0,0.13,11.18,0.0
2013-05-14,9150.0,1,5,2013,0,0.0,14.858989592117956,53.0,0.0,5.37,0.0
2013-05-15,7792.0,2,5,2013,0,0.0,14.901984577568376,56.0,0.04,5.14,0.0
2013-05-16,8548.0,3,5,2013,0,0.0,14.944226898603775,58.0,0.0,6.04,0.0
2013-05-17,9566.0,4,5,2013,0,0.0,14.98569385711586,58.0,0.02,8.28,0.0
2013-05-18,3628.0,5,5,2013,0,0.0,15.02636259975876,56.0,0.0,6.49,0.0
2013-05-19,4272.0,6,5,2013,0,0.0,15.066210149186235,57.0,0.0,5.14,0.0
2013-05-20,9298.0,0,5,2013,0,0.0,15.105213437272944,56.0,0.0,4.03,0.0
2013-05-21,4962.0,1,5,2013,0,0.0,15.143349340291186,54.0,0.54,10.74,0.0
2013-05-22,5720.0,2,5,2013,0,0.0,15.180594716003695,49.0,0.54,6.71,0.0
2013-05-23,6046.0,3,5,2013,0,0.0,15.216926442617304,49.0,0.16,4.25,0.0
2013-05-24,6746.0,4,5,2013,0,0.0,15.252321459529286,52.0,0.01,6.04,0.0
2013-05-25,3532.0,5,5,2013,0,0.0,15.286756809782947,55.0,0.0,6.04,0.0
2013-05-26,2382.0,6,5,2013,0,0.0,15.32020968413265,56.0,0.06,4.92,0.0
2013-05-27,1538.0,0,5,2013,0,1.0,15.352657466603867,57.0,0.38,6.93,0.0
2013-05-28,6718.0,1,5,2013,0,0.0,15.384077781416904,56.0,0.02,6.26,0.0
2013-05-29,6274.0,2,5,2013,0,0.0,15.41444854112618,55.0,0.22,8.95,0.0
2013-05-30,7926.0,3,5,2013,0,0.0,15.443747995812476,55.0,0.0,11.86,0.0
2013-05-31,8830.0,4,5,2013,0,0.0,15.471954783147993,57.0,0.0,5.59,0.0
2013-06-01,4480.0,5,6,2013,0,0.0,15.499047979139124,60.0,0.0,5.59,0.0
2013-06-02,5352.0,6,6,2013,0,0.0,15.525007149338162,61.0,0.04,6.93,0.0
2013-06-03,8584.0,0,6,2013,0,0.0,15.549812400299366,60.0,0.0,6.49,0.0
2013-06-04,10242.0,1,6,2013,0,0.0,15.573444431044418,65.0,0.0,7.61,0.0
2013-06-05,10076.0,2,6,2013,0,0.0,15.595884584289413,68.0,0.0,6.93,0.0
2013-06-06,9278.0,3,6,2013,0,0.0,15.617114897176236,67.0,0.0,5.59,0.0
2013-06-07,7352.0,4,6,2013,0,0.0,15.637118151244145,65.0,0.0,7.16,0.0
2013-06-08,4358.0,5,6,2013,0,0.0,15.655877921370282,61.0,0.0,6.93,0.0
2013-06-09,4162.0,6,6,2013,0,0.0,15.67337862340532,61.0,0.0,8.28,0.0
2013-06-10,8738.0,0,6,2013,0,0.0,15.689605560228795,60.0,0.0,7.16,0.0
2013-06-11,7356.0,1,6,2013,0,0.0,15.704544965949779,60.0,0.0,12.75,0.0
2013-06-12,8010.0,2,6,2013,0,0.0,15.718184047983101,59.0,0.01,9.4,0.0
2013-06-13,7830.0,3,6,2013,0,0.0,15.730511026737313,59.0,0.0,5.82,0.0
2013-06-14,6644.0,4,6,2013,0,0.0,15.741515172660453,59.0,0.0,8.28,0.0
2013-06-15,5112.0,5,6,2013,0,0.0,15.751186840401607,62.0,0.0,6.49,0.0
2013-06-16,4604.0,6,6,2013,0,0.0,15.759517499860893,65.0,0.0,7.61,0.0
2013-06-17,8504.0,0,6,2013,0,0.0,15.766499763918226,65.0,0.0,6.71,0.0
2013-06-18,9052.0,1,6,2013,0,0.0,15.772127412650551,64.0,0.01,7.61,0.0
2013-06-19,7310.0,2,6,2013,0,0.0,15.776395413869702,61.0,0.0,8.28,0.0
2013-06-20,4942.0,3,6,2013,0,0.0,15.779299939836767,60.0,0.12,11.18,0.0
2013-06-21,6020.0,4,6,2013,0,0.0,15.780838380034833,58.0,0.01,3.36,0.0
2013-06-22,6286.0,5,6,2013,0,0.0,15.781009349909288,63.0,0.0,3.8,0.0
2013-06-23,3288.0,6,6,2013,0,0.0,15.779812695513026,67.0,0.31,4.7,0.0
2013-06-24,4864.0,0,6,2013,0,0.0,15.777249494023359,63.0,0.19,8.28,0.0
2013-06-25,5298.0,1,6,2013,0,0.0,15.773322050126893,64.0,0.39,6.26,0.0
2013-06-26,5808.0,2,6,2013,0,0.0,15.768033888298314,63.0,0.08,5.14,0.0
2013-06-27,5856.0,3,6,2013,0,0.0,15.761389741028287,65.0,0.14,2.91,0.0
2013-06-28,8198.0,4,6,2013,0,0.0,15.753395533084488,70.0,0.0,4.92,0.0
2013-06-29,5464.0,5,6,2013,0,0.0,15.74405836191708,74.0,0.0,3.8,0.0
2013-06-30,5492.0,6,6,2013,0,0.0,15.733386474346473,76.0,0.0,5.59,0.0
2013-07-01,8414.0,0,7,2013,0,0.0,15.721389239695482,79.0,0.0,5.14,0.0
2013-07-02,9392.0,1,7,2013,0,0.0,15.708077119550646,71.0,0.0,6.71,0.0
2013-07-03,8510.0,2,7,2013,0,0.0,15.693461634357964,72.0,0.0,7.16,0.0
2013-07-04,7498.0,3,7,2013,0,1.0,15.677555327075975,65.0,0.0,4.92,0.0
2013-07-05,6176.0,4,7,2013,0,0.0,15.660371724124944,64.0,0.0,5.82,0.0
2013-07-06,5844.0,5,7,2013,0,0.0,15.64192529388338,65.0,0.0,4.92,0.0
2013-07-07,5190.0,6,7,2013,0,0.0,15.622231402993267,66.0,0.0,6.49,0.0
2013-07-08,8694.0,0,7,2013,0,0.0,15.601306270742912,64.0,0.0,6.26,0.0
2013-07-09,9632.0,1,7,2013,0,0.0,15.579166921800493,72.0,0.0,5.59,0.0
2013-07-10,9214.0,2,7,2013,0,0.0,15.555831137574005,67.0,0.0,5.82,0.0
2013-07-11,8200.0,3,7,2013,0,0.0,15.531317406471885,62.0,0.0,6.71,0.0
2013-07-12,7392.0,4,7,2013,0,0.0,15.50564487333644,62.0,0.0,4.92,0.0
